database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	hlh-30_1h_starv_rep2_1-F,2_01_21838	hlh-30_1h_starv_rep3_1-F,3_01_21821	hlh-30_1h_starv_rep4_1-F,4_01_21817	hlh-30_2h_starv_rep2_1-F,7_01_21775	hlh-30_2h_starv_rep3_1-F,8_01_21841	hlh-30_2h_starv_rep4_2-A,1_01_21824	hlh-30_3h_starv_rep1_2-A,3_01_21772	hlh-30_3h_starv_rep2_2-A,4_01_21842	hlh-30_3h_starv_rep4_2-A,6_01_21794	hlh-30_4h_starv_rep1_2-A,8_01_21825	hlh-30_4h_starv_rep2_2-B,1_01_21846	hlh-30_4h_starv_rep4_2-B,3_01_21832	hlh-30_6h_starv_rep1_2-B,5_01_21828	hlh-30_6h_starv_rep2_2-B,6_01_21819	hlh-30_6h_starv_rep4_2-B,8_01_21797	hlh-30_16h_starv_rep1_2-C,2_01_21806	hlh-30_16h_starv_rep3_2-C,4_01_21829	hlh-30_16h_starv_rep5_2-C,6_01_21807	hlh-30_fed_rep1_1-E,4_01_21812	hlh-30_fed_rep2_1-E,5_01_21820	hlh-30_fed_rep4_1-E,7_01_21798	WT_1h_starv_rep1_1-A,6_01_21818	WT_1h_starv_rep2_1-A,7_01_21779	WT_1h_starv_rep4_1-B,1_01_21789	WT_2h_starv_rep1_1-B,3_01_21830	WT_2h_starv_rep3_1-B,5_01_21786	WT_2h_starv_rep5_1-B,7_01_21776	WT_3h_starv_rep1_1-B,8_01_21782	WT_3h_starv_rep3_1-C,2_01_21771	WT_3h_starv_rep4_1-C,3_01_21799	WT_4h_strav_rep2_1-C,6_01_21811	WT_4h_strav_rep3_1-C,7_01_21795	WT_4h_strav_rep4_1-C,8_01_21823	WT_6h_starv_rep2_1-D,3_01_21788	WT_6h_starv_rep3_1-D,4_01_21787	WT_6h_starv_rep4_1-D,5_01_21843	WT_16h_starv_rep2_1-D,8_01_21802	WT_16h_starv_rep3_1-E,1_01_21801	WT_16h_starv_rep4_1-E,2_01_21833	WT_fed_rep1_1-A,1_01_21822	WT_fed_rep3_1-A,3_01_21845	WT_fed_rep4_1-A,4_01_21847
					673.560053				14.43764874												Cluster_1492	47655.03	25038.062	19002.223	31968.229	20271.273	40317.965	14010.704	34670.594	33783.703	47649.27	50568.86	23548.18	33181.86	44539.41	47368.797	42008.746	42605.285	43248.375	33836.63	48088.082	29805.406	43811.855	47752.566	17320.617	32677.043	33398.363	28493.7	38408.61	31992.008	47924.953	57666.49	37696.85	59415.258	52753.203	51490.91	37571.613	70026.83	58469.63	55829.016	29794.066	42713.79	14229.783
					673.510806				14.94216613												Cluster_1493	4956.0205	5777.4424	9725.785	10208.418	8493.007	7408.428	2952.9436	10490.242	9732.693	4803.949	11365.0205	4181.8726	4931.76	10757.039	3618.2544	4922.9688	3883.823	10615.461	5375.729	11530.305	5105.059	4875.1724	3541.4934	3885.091	5041.979	10106.348	3338.7642	7033.386	7745.3105	7889.4736	7713.605	7827.6235	4608.405	7798.992	9737.351	7544.1343	3048.6052	2791.0344	5845.7544	6789.6143	4397.0586	4974.1387
					673.5085023				15.13164612												Cluster_1494	22167.955	12887.591	28263.602	83790.19	24116.254	29181.727	6790.844	51714.77	43939.207	13453.398	62699.69	21187.832	15582.681	58704.543	20339.236	30786.22	31076.896	26563.377	7227.4067	52824.273	12620.407	8768.122	12650.768	12957.582	21989.395	41571.246	4911.5176	17060.361	34506.656	36473.72	32743.744	41864.57	21105.676	36881	59477.543	43900.59	28146.238	17027.754	46188.516	9543.7	11719.896	13300.793
				PE(15:0_15:1)	674.477916				12.9128602												Cluster_1499	772.04675	911.80225	3349.8718	NaN	587.65826	2231.5535	NaN	539.85693	1831.6158	718.2769	537.0669	607.8201	316.27	477.46588	1085.5143	NaN	NaN	1819.0477	2818.6582	948.0242	2798.0635	2558.3525	1361.6279	2384.3958	NaN	1933.8931	2475.4312	1025.7168	1487.8213	1889.1475	842.52277	1312.3159	1272.3002	819.7657	916.94275	937.81683	542.0318	94.10651	270.7325	1756.6001	1868.4825	2338.395
					674.4778787				13.31829173												Cluster_1500	2163.0198	5597.563	9274.429	804.6443	4244.991	7187.058	1040.4862	1470.1552	4896.6475	4669.7314	1392.9437	2777.794	3366.189	1503.6213	3258.8257	1094.62	876.4604	7134.7485	14402.294	2475.8416	8283.906	11216.003	4337.8784	8026.755	408.3651	5724.8755	7100.226	4721.244	3887.734	5178.1113	2597.8777	3373.4177	3749.0999	2286.5242	2712.495	2696.6643	614.08765	2052.4534	1665.1934	10015.1	4098.4536	7714.5195
					674.5129667				15.38490586												Cluster_1501	4269.3555	2959.9072	4392.7637	6652.2783	4101.055	5427.388	3679.3948	5782.791	4998.138	6829.2456	7825.5205	5709.4253	7634.083	9837.51	6800.779	11933.369	10583.651	3054.2485	3112.8022	3174.4233	2880.698	3218.1826	4125.511	4660.689	4878.7715	5120.1104	3524.9678	2294.6885	5045.301	6254.931	8495.772	5878.9487	4872.8535	9716.759	5564.8027	6142.0044	8349.27	5113.719	4327.851	2875.6047	2248.4604	2510.9863
					674.5218656				13.87838395												Cluster_1502	NaN	1321.445	116.665535	24.625895	3583.5564	253.48053	2479.1997	60.826584	54.271202	536.15344	18.391094	815.10626	316.84543	NaN	34.02974	NaN	455.79535	84.659225	190.55295	NaN	154.97426	101.162575	NaN	NaN	NaN	85.4071	1067.9169	137.77303	7.692522	19.849165	NaN	NaN	131.81349	NaN	73.628815	15.098214	36.835636	60.457516	NaN	187.35394	265.75742	NaN
					675.0718615				3.5124347												Cluster_1503	410.57794	95.263885	119.56105	550.78186	NaN	806.7476	NaN	840.9261	217.15082	251.98997	907.5366	268.0271	NaN	862.316	372.20578	251.6354	362.92917	993.12573	120.01074	850.2814	100.70675	179.04793	409.7308	372.9751	136.07736	343.75418	NaN	526.73737	485.73865	868.6479	822.59094	873.3353	340.68692	833.0324	990.99854	992.85065	935.7827	109.05924	1059.3914	233.75122	79.03418	14.002725
					675.0722595				3.684998748												Cluster_1504	135.69801	NaN	110.68479	218.8898	NaN	206.59941	NaN	446.83752	293.16312	NaN	365.5447	95.073784	NaN	392.40396	65.56106	NaN	NaN	485.54675	NaN	476.06815	180.6086	NaN	23.606878	240.99687	NaN	179.49615	NaN	342.4342	284.84717	307.24002	360.17023	625.2502	4.0198407	459.3173	540.47156	334.8606	210.78227	NaN	462.6631	161.38759	129.34499	16.384266
					675.4815887				14.74376913												Cluster_1506	311.84058	1037.9261	570.83264	668.39386	3934.1057	719.50793	690.4633	466.56433	396.4982	420.1215	481.01852	729.8574	478.30392	351.6262	179.30962	692.0256	974.4577	476.0469	205.6401	342.88846	316.98398	268.11188	198.07033	199.51103	814.2323	536.602	397.0312	379.5152	380.62183	324.06348	371.5655	289.7024	423.15527	283.1506	553.1421	557.29834	261.56418	308.60233	378.06604	488.153	490.54965	315.7871
					675.5225627				15.5770678												Cluster_1507	5600.54	2513.4001	7137.792	21174.094	3411.609	6080.2383	2134.1318	14048.06	10816.819	3613.518	16745.977	3123.593	3513.1365	16842.355	4185.767	4854.0415	5871.571	5868.65	2010.669	13918.694	2607.7126	2134.6194	3684.5464	3904.4495	3535.7258	8941.166	2153.1433	3923.6743	7809.8623	7388.647	7251.906	9217.973	3712.9568	7540.1343	12242.456	8889.318	6961.8027	3063.0776	9953.064	2323.9258	2448.9346	2943.0662
					675.5226052				15.66625891												Cluster_1508	3410.7388	3681.6555	8875.712	7661.9683	3538.7268	5809.829	1352.8228	5671.242	8446.582	1871.3259	6793.47	2296.6992	1791.2701	5311.761	2029.8539	1359.2286	1083.7573	8106.9194	3912.1091	7448.229	5812.8086	4300.287	1904.1595	3991.0505	1214.8943	8221.367	658.9888	4582.2695	5669.9717	6160.6694	4036.0176	6297.014	3289.8076	4340.8784	6761.3623	5035.0415	1845.3579	1177.854	3793.6108	6618.7246	4993.388	6588.4897
					675.5221783				15.84039318												Cluster_1509	2473.481	2893.9868	9066.978	9178.922	4551.802	7397.362	1000.85614	5310.4683	9411.468	2260.7717	6383.604	3825.345	1681.0032	5456.7227	3429.8845	2723.006	3172.1953	6073.792	2647.4792	6259.489	4061.0654	2648.0027	1654.3865	3458.6016	1360.9854	10400.031	381.6202	3172.119	7587.3574	7916.8867	3988.2961	8373.414	3971.9768	4420.0996	9231.437	7961.816	2776.2227	1597.8536	5472.9487	3942.892	4084.1633	4478.3003
					675.5211728				16.02212981												Cluster_1510	664.61304	14.401556	823.7776	1594.0419	NaN	655.1834	NaN	983.0302	1003.2514	274.40976	1151.5874	376.25504	278.5592	1306.9755	566.87354	835.7255	437.50046	728.7657	118.42159	1124.6914	458.49945	248.72365	818.197	462.5811	2043.0507	886.2569	529.68225	513.25507	809.54706	917.7575	1517.95	926.07684	554.1494	1679.1251	1156.304	991.82904	864.9335	496.73145	1289.2294	463.01938	422.1718	542.97455
				PE(15:0_16:0)	676.4947714				14.06317718												Cluster_1515	14643.164	15072.223	27159.744	7410.5913	14138.663	21688.928	6833.401	12309.132	18232.32	14007.657	13873.893	12150.123	13540.609	13877.481	17165.424	7118.6963	7192.5205	15027.367	24093.195	15715.228	21970.54	19195.459	14492.604	22698.336	6704.0034	18903.303	14838.756	12413.804	15789.455	18646.768	13972.991	15620.831	15150.257	13712.665	13543.767	13787.201	7679.6377	10152.515	10325.145	17423.541	16507.03	19038.94
				PE(14:0_17:0)	676.4929698				14.26869654												Cluster_1516	591.7116	349.3536	774.3357	93.99263	242.07428	813.1554	325.3723	427.74472	541.30566	498.98642	699.5852	312.91245	507.0332	774.23456	491.43396	311.15976	337.96405	463.99936	1058.2118	317.85312	1000.78534	682.8188	984.1283	992.304	642.86017	651.23883	2758.9084	252.04996	465.05463	576.8106	1048.5763	475.45145	385.05634	1154.4702	343.30182	439.91687	447.1912	155.86229	337.95245	1065.1432	580.7102	879.9657
					677.0704012				3.513417181												Cluster_1518	476.6717	393.72156	155.86395	693.5474	NaN	899.79645	NaN	957.88245	311.1566	111.57491	944.69165	389.3555	NaN	950.34106	359.0917	168.33882	210.65475	1135.6791	192.52858	935.41864	110.92128	141.71675	326.66895	466.1135	209.79428	391.15503	NaN	568.5111	588.78204	1010.9264	824.64307	857.9864	522.53796	980.0018	1178.3947	1028.5359	889.6324	94.79954	1084.6561	233.8397	213.70914	14.897311
					741.4510366				10.61444099												Cluster_1976	3516.984	NaN	1203.0712	230.8402	90.71129	126.01301	79.448975	103.3206	604.9495	368.73846	786.0805	NaN	15350.562	1107.2719	1270.6648	155.7887	NaN	462.9973	456.7858	1261.4335	NaN	899.9301	2056.9048	1500.8281	2075.4265	816.81	435.57785	3369.8342	581.9516	267.2866	500.108	357.52374	295.76996	1040.1487	191.02255	428.12296	982.05096	178.80447	259.90613	NaN	NaN	158.97198
					677.5372611				16.14794756												Cluster_1522	729.01764	133.30348	789.2131	1631.7129	49.441647	816.859	NaN	1616.4631	1376.1964	198.91931	1984.0942	357.3073	209.75978	2026.9711	542.2206	800.4264	637.788	493.43042	NaN	1777.0111	321.7879	158.95244	610.7331	463.3346	2196.216	1563.8337	523.0632	536.21405	1386.8002	1188.8174	2052.1992	1393.8899	702.8273	2166.8193	1907.3268	1537.6758	1587.5841	609.1416	1673.654	257.3235	311.5118	388.76895
					677.5375034				16.24620145												Cluster_1523	543.2046	420.8999	1696.325	3113.7095	315.16586	1907.8975	14.942744	1802.8414	2473.7253	230.90068	2766.777	810.424	49.969185	2322.6343	822.91846	192.26482	842.1449	1637.2689	359.82642	1785.6099	568.9649	580.0226	179.68106	509.41635	523.6947	2275.9268	210.97212	611.28046	1438.5459	1919.8403	621.5491	1728.7806	702.4581	616.80884	2276.2825	1889.5598	197.61226	32.037926	1222.585	500.81946	801.95734	792.3817
					677.5387285				16.39421814												Cluster_1524	6925.3247	3665.5925	9576.561	7291.54	10005.494	8592.493	1826.9385	13492.134	14335.939	5786.38	15356.806	5629.927	4247.5156	14154.201	5361.1924	3768.8826	2703.4688	9820.541	3689.2979	18063.102	4347.436	4041.5994	4326.7104	5493.322	3503.7817	15205.88	1634.4052	5080.2783	11444.534	12213.042	10725.007	14805.721	7263.424	10393.39	15642.334	13137.206	5713.819	4095.8652	10162.206	4859.6978	4251.3955	6214.6187
					678.6409371				18.25280731												Cluster_1525	1933.9664	802.18866	1172.1798	808.7101	1046.874	1451.3407	1181.2562	1602.0114	1124.6869	1433.2405	1589.3754	1008.2067	1551.2731	1567.0948	1237.6798	634.2272	984.5877	1571.1915	1437.5619	1905.1512	1172.5234	1729.996	1657.6272	1653.7074	1486.6692	1265.2808	1332.312	1527.1439	1016.97253	1250.8826	1611.8042	1056.1892	1332.6295	1394.6248	1200.449	1071.7222	627.2652	1110.2417	1105.5453	1481.0472	854.5891	1136.962
					741.4506931				10.93134306												Cluster_1977	1621.8945	NaN	1496.5541	179.10013	107.82318	115.51602	62.2823	NaN	965.36285	350.2885	321.1385	80.301926	10094.309	401.37997	1575.4669	135.51685	20.504183	17.333412	375.6701	851.61115	1.490111	1128.1328	1513.3734	2172.786	320.58313	1261.1201	36.695087	3201.0793	746.6251	338.91986	350.934	382.25665	521.7369	744.28033	437.98282	504.99374	885.7936	42.713352	293.6581	NaN	NaN	466.72992
					741.4509401				11.06603163												Cluster_1978	4462.4077	NaN	3113.2344	1134.5304	761.38855	644.633	781.85596	374.54807	1911.7346	1622.8556	1456.4827	463.97546	13643.374	1832.6066	4008.1233	1127.6166	665.04	195.63693	1306.3837	2864.8962	146.06505	2894.3909	3388.0923	1246.8779	2819.6501	2741.69	722.7516	4496.2227	1666.2717	1285.6853	1495.7677	1335.4513	972.418	1979.5135	1145.8763	1690.735	2041.525	779.21484	1344.8281	NaN	12.44049	812.6262
					679.552375				16.85889954												Cluster_1532	1596.1985	711.2025	1567.123	5050.4565	747.5053	1510.3004	219.99203	3406.9785	2923.3674	822.59515	4087.5364	1180.9216	666.6853	4003.2974	1246.1311	1156.6771	1199.8375	1261.5656	221.83145	3267.4604	827.8299	417.48306	1139.9208	1217.0265	2583.111	2561.2786	1083.7645	1178.9753	2379.5554	2123.4453	2609.128	2615.0076	1617.6621	2791.7207	3204.8652	2680.228	2272.969	1498.7574	3786.4683	691.47174	828.846	906.12115
					679.5532266				17.07420224												Cluster_1533	8569.631	13255.53	23280.238	8917.206	17273.275	18072.008	4044.3467	14747.693	21897.744	8802.572	14594.88	10884.367	5976.8906	13219.02	8044.296	2809.7725	3093.9763	25181.674	9518.183	17660.928	12570.51	12222.572	9329.943	12348.206	7550.652	26341.182	6767.778	13680.155	21899.217	20003.188	16473.578	19910.38	13902.997	16945.71	21892.406	18256.334	9028.472	5479.166	13480.142	14657.824	12118.87	14949.868
					680.6214406				17.76170273												Cluster_1537	5766.0884	1265.5442	2786.0703	13799.698	655.32526	2626.434	1580.8229	5784.374	2865.8354	3049.566	6509.6743	2420.777	3526.415	6887.8784	4366.7246	11014.722	7582.2974	3354.7144	2768.2893	6757.856	2146.717	3206.4067	6092.906	4428.8296	17253.031	3849.3188	2584.4695	3918.3433	4019.447	4108.648	6840.7266	4525.2173	5403.6445	7493.3906	5268.455	5284.624	5373.9116	12525.603	10865.904	3076.227	2629.17	3347.3174
					680.6224957				17.91595024												Cluster_1538	23824.008	17636.488	29798.941	12126.54	16883.533	23057.365	15512.892	17099.053	22357.672	21344.055	19219.816	15880.8955	17186.979	18843.309	20666.75	8268.125	7856.9575	25055.13	32083.47	26061.955	22710.646	30768.47	27154.81	33108.65	10091.932	23739.273	15722.094	23110.375	18896.75	20018.71	18769.375	17894.486	18976.045	17776.277	15308.612	13254.13	10575.997	15353.311	12773.335	28408.03	18544.176	23175.695
					681.5055751				9.47170144												Cluster_1542	573.3877	2442.7112	1211.7372	343.94452	NaN	540.1908	4475.743	960.94275	2109.464	73.315285	637.83307	2832.6738	NaN	409.22034	72.63554	NaN	NaN	910.7261	582.47943	936.05023	2481.2485	83.30595	243.00273	1064.6901	NaN	853.8658	NaN	2412.3254	1978.7003	600.88403	235.86737	710.0139	40.96109	336.2277	514.4482	1113.2118	NaN	32.024437	94.99191	2741.9937	2848.986	1869.5231
					681.4737088				12.81506052												Cluster_1543	98.32244	451.80386	1277.1295	NaN	NaN	1062.1724	31.062517	136.80055	912.29016	120.67032	287.4546	237.32605	NaN	237.70428	119.31853	NaN	NaN	853.67694	458.4172	514.441	709.4048	781.074	151.82986	552.51764	NaN	1135.1589	89.30079	464.02386	789.94946	732.867	405.9416	548.70044	326.68924	442.0311	391.51373	466.24274	132.43135	NaN	66.54472	936.40704	693.8147	1121.3475
					681.4757576				12.96830595												Cluster_1544	8476.941	3602.3423	6954.6733	5552.8984	7588.224	6300.2847	2938.6626	12103.361	11947.072	5460.862	15810.213	5812.923	5727.059	13891.754	7178.4624	3285.9795	2817.9832	8628.389	2150.0085	16807.07	3148.7478	4271.7393	6347.922	5801.3213	4847.8423	11884.844	3034.7283	7585.0483	9776.161	11278.351	13394.36	13140.682	7972.1743	14368.221	16181.63	13886.028	12727.297	4609.8457	9526.28	3759.4248	4262.8906	5056.961
					681.4751799				13.13359767												Cluster_1545	5680.851	21024.537	43475.11	1834.7314	27004.924	34014.863	8273.946	7044.543	36854.293	10500.937	7572.54	16128.644	5920.044	5862.878	9229.518	909.79144	932.3751	27385.793	17366.879	16167.5	25474.559	20061.201	6702.2935	20657.52	933.2718	35471.1	5145.4077	18700.354	24088.191	27073.764	10061.897	21637.31	15000.381	8569.087	20135.957	16629.592	6995.5596	1293.7427	3446.8555	25912.982	28045.318	28382.473
					681.6040016				16.06955249												Cluster_1546	376.89532	NaN	14.396276	416.65045	NaN	203.01015	NaN	186.94504	332.56198	NaN	595.5267	NaN	NaN	763.3505	407.37955	402.3535	244.0627	NaN	NaN	451.82092	180.6129	NaN	577.15405	NaN	367.98935	NaN	NaN	NaN	110.7495	300.38956	713.42773	150.17117	154.444	808.8401	335.8537	188.95024	1911.0571	281.85745	523.1817	NaN	44.012157	48.411297
					682.4453541				10.94513888												Cluster_1548	NaN	298.44104	1464.5142	NaN	NaN	1013.25885	NaN	NaN	572.387	263.93164	NaN	68.19127	NaN	NaN	151.03145	NaN	NaN	454.27444	1103.8827	NaN	911.76654	993.1768	283.25412	1283.8538	NaN	711.1462	280.30328	133.4797	309.00952	587.5961	139.88531	350.60214	204.88872	123.15551	97.52426	196.33661	NaN	NaN	NaN	580.1479	459.36862	987.56354
					682.5260432				16.4705897												Cluster_1549	NaN	601.55664	129.04066	20.132616	4383.3955	197.50294	NaN	19.590647	29.535067	NaN	NaN	360.72128	NaN	NaN	NaN	NaN	NaN	139.51431	NaN	NaN	NaN	NaN	NaN	NaN	310.6308	110.44768	151.24901	NaN	67.96723	9.978244	NaN	NaN	10.829237	NaN	45.972515	282.04428	29.819462	NaN	NaN	NaN	47.415844	NaN
					682.5300787				16.86653718												Cluster_1550	245.35052	2087.356	1060.8618	427.42502	6932.737	574.8162	1302.4462	510.63464	526.7109	1027.771	305.10538	1016.1943	940.97565	306.25262	176.25447	31.488028	21.855629	1244.0197	1054.2427	403.2878	398.98523	454.87555	138.83316	552.32446	160.68094	1047.8663	57.72626	780.51056	681.83405	573.73883	237.31558	483.82385	848.729	172.2889	542.36383	535.1838	48.85252	252.08687	292.9951	735.6612	356.93326	442.71942
					682.6016467				17.00277353												Cluster_1551	24142.191	9392.208	17664.877	32293.646	11082.42	15499.952	9675.9375	21566.457	15861.348	15634.287	22641.354	13905.422	18484.756	24068.086	22157.096	20364.947	18680.672	14459.604	11048.01	20567.508	9695.966	13612.945	18245.38	22569.555	27986.535	19500.615	9454.124	16138.154	16802.764	18257.242	17053.71	16448.266	23465.25	17126.7	20037.53	18006.895	14359.181	26329.748	22119.924	9677.245	11898.218	12039.371
					682.6024053				17.17138862												Cluster_1552	150885.02	65158.965	92560.18	155927.05	82136.27	91568.32	62137.594	126708.59	95077.234	101861.086	138560.92	87807	112697.63	145739.92	130744.055	122804.02	107767.445	87070.72	72533.92	130439.79	61634.645	85198.984	138756.73	117426.45	144478.12	108979.04	95886.74	91033.11	99911.37	106822.2	129637.02	103058.4	126712.95	132974.64	115625.21	104652.71	91102.92	129557.83	122397.89	54976.465	62209.08	64351.27
					682.6358309				17.60331385												Cluster_1553	1995.4528	1155.8533	1620.6594	2876.3599	2319.376	1445.1161	1120.0841	1637.8986	1570.6082	1911.0195	1693.927	1210.9185	2055.485	1582.2627	1799.1748	2129.9646	1559.1377	1445.8706	1253.2427	1823.9216	907.9289	1325.409	1524.6003	1633.7079	2562.9883	1477.7487	1979.6464	1460.6859	1248.0901	1479.6844	1349.1191	1279.2157	1582.0957	1471.5629	1342.1351	1180.7157	510.3539	1964.3999	1389.1853	769.14764	1066.1641	898.978
					682.6377931				18.04483262												Cluster_1554	280.56903	NaN	405.92703	474.25854	NaN	184.68425	100.13431	288.8085	428.44983	332.32104	355.26392	188.58942	64.5651	253.07925	401.2802	318.80023	24.260473	413.06937	390.3267	762.0087	483.24258	549.4188	363.52365	430.9175	956.94165	701.76556	251.48775	379.89236	561.1717	411.96463	353.16092	604.2531	464.041	283.40298	544.9889	272.65543	35.840187	409.14526	406.98444	631.19794	603.6403	784.76794
					682.6377811				18.18797109												Cluster_1555	5860.1733	12658.288	20405.857	3021.8418	11476.901	15686.843	8512.704	5253.579	12476.486	11767.776	5649.4194	8808.704	6892.1465	5389.478	7580.392	2749.6663	2429.4666	13303.804	25008.033	9196.394	20100.516	21936.99	7539.307	17667.41	2647.293	12281.258	8943.005	10208.702	8615.014	8674.286	3984.725	8144.503	7260.441	3155.9146	4904.869	4858.5444	1456.7086	3518.9565	2847.222	22917.654	14036.963	19395.803
					683.4898795				13.54192643												Cluster_1557	1544.954	543.9694	1485.5426	1025.0787	1056.6307	1553.0706	228.52707	3379.786	2178.061	1167.9962	3660.3213	995.1244	1085.4996	3581.205	1285.3785	498.43567	415.29306	2089.0884	425.67932	3735.568	700.43414	1115.159	1327.5844	1061.5321	1482.1116	2368.9272	867.46155	1607.3712	1850.5139	2480.8296	2856.3757	2504.5513	1411.9194	2964.9255	3490.3865	2467.4377	2974.065	863.01654	1917.0391	951.04974	822.12164	992.6893
					683.4900504				13.6944829												Cluster_1558	441.81683	2505.7202	6473.2207	NaN	3207.4006	4424.371	682.6873	349.20346	4376.306	983.249	511.85696	1486.7505	225.96637	353.66962	687.8343	NaN	NaN	3688.4006	2895.0684	1477.0166	3498.994	3059.563	455.75214	2246.6794	NaN	4088.3843	682.3344	1493.9457	2467.7534	2784.2534	655.42566	2382.8167	1167.768	604.90533	1320.6615	1031.0371	408.36157	NaN	NaN	3896.6763	3966.8823	4432.3794
					683.4927027				13.86455261												Cluster_1559	69079.83	30117.152	71104.28	69198.945	68987.71	75394.35	16831.646	136141.95	112681.61	50220.555	163580.78	63542.906	48032.746	157653.73	64548.656	44772.043	39546.527	62828.977	20710.516	147384.45	35263.723	28196.75	41479.15	38362.586	43900.26	125088.01	11319.927	52445.992	103044.25	121422.74	121478.54	129540.12	81965.56	126275.73	186305.36	140621.75	152975.75	49677.074	102959.305	27858.031	39595.707	42447.617
					683.4892611				14.25020195												Cluster_1560	151.90175	NaN	228.23206	313.1532	NaN	246.58174	NaN	381.5387	516.37244	11.64861	613.66736	NaN	57.618988	554.44855	193.26907	190.42049	218.506	379.44482	NaN	415.41425	45.812984	NaN	7.2684307	12.670431	5.664874	351.00726	NaN	77.367134	414.21225	479.8143	441.6785	511.16022	8.524313	440.7142	699.4911	507.74393	345.40237	NaN	387.82373	NaN	14.068443	47.493385
				PE(14:0_18:3)	684.4611214				11.72873438												Cluster_1561	993.4937	119.26412	763.3741	NaN	NaN	725.54114	NaN	748.2053	959.7003	833.75256	1015.6658	525.45435	729.38464	944.2404	1150.2551	NaN	NaN	572.0851	361.94482	826.89075	351.7497	566.7795	848.396	1042.5449	NaN	942.83594	671.07196	328.11484	788.4743	1035.2806	1188.8074	1081.042	1001.3993	1363.398	1228.2147	960.763	1265.282	317.15018	366.71448	348.91418	209.36482	469.40164
					684.4615943				11.94684552												Cluster_1562	253.14955	3112.8909	8662.108	NaN	2443.5234	6381.9136	7.738993	38.60276	3224.9321	1283.3849	92.75199	1099.1099	406.56824	144.13272	783.1817	NaN	NaN	2552.6968	6899.449	329.945	5105.477	5572.1025	1361.882	6449.772	NaN	3464.0745	3139.152	1195.1564	1902.5916	2868.5332	600.97656	1496.8777	1327.6956	466.45087	914.1598	948.6389	527.7128	NaN	NaN	4223.4023	3122.5461	5374.989
					684.4611681				12.08954675												Cluster_1563	NaN	1005.7887	2707.0967	NaN	506.20624	1304.3156	NaN	NaN	833.0257	82.979675	NaN	65.67497	NaN	NaN	42.497158	NaN	NaN	1452.5417	3723.609	NaN	2431.5752	3347.8699	911.5616	2119.0608	NaN	847.0849	1623.8301	768.2145	328.19528	515.9036	13.573076	175.5105	55.63659	NaN	54.880928	NaN	2.267205	NaN	NaN	2910.424	1255.5265	1848.5741
					684.5432625				17.33195195												Cluster_1564	480.55698	2287.2483	1135.6948	1181.8982	4077.2827	948.0054	1346.0295	678.31067	630.37915	1061.7697	524.6929	1494.8657	1115.9	595.5908	357.70016	871.7798	849.85815	1197.6753	1081.2872	489.73688	652.7668	740.7681	527.656	527.93726	971.0101	1392.5422	725.02277	1040.0087	979.1211	689.644	700.3494	728.02673	1372.4053	588.4025	1108.0588	1140.8195	683.7102	1163.2684	820.0163	1114.367	928.46124	812.4656
					685.2623997				1.833666733												Cluster_1565	14.045048	1248.092	418.4013	233.83624	NaN	NaN	4318.9946	232.71846	658.65466	NaN	46.926865	1208.1278	156.31046	NaN	NaN	NaN	NaN	NaN	NaN	21.247093	1082.4955	NaN	NaN	204.81111	NaN	136.55615	NaN	961.01984	455.3435	NaN	NaN	NaN	NaN	1.2662653	NaN	150.43808	NaN	NaN	NaN	1533.3962	1679.6514	1240.6064
					685.5082199				14.38331271												Cluster_1569	16113.625	8852.295	19908.959	16759.838	15903.083	17935.953	4190.4556	34967.8	24512.018	12298.795	42804.586	14614.18	13129.137	43990.62	14921.494	11494.729	9704.899	19412.6	6236.053	33577.77	8656.274	8791.043	10719.91	10557.118	14953.535	29032.385	4391.738	12645.415	24247.639	25429.13	30992.37	27027.584	16984.582	32787.02	36275.367	28368.361	38239	11291.935	21481.844	8921.653	8870.571	9828.614
					685.5083664				14.64687791												Cluster_1570	15860.482	7950.2705	26859.074	20156.434	14812.494	23005.084	3000.1865	31776.268	47053.844	7120.056	40269.33	13920.764	6997.7827	40134.812	22193.758	10394.509	7192.928	16185.847	4277.86	36836.06	11969.932	7078.854	12720.775	14878.1455	7001.843	37985.965	12911.776	11981.187	32736.836	39874.61	34445.008	43008.164	20981.846	37375.727	52852.645	38657.234	39865.91	8950.386	27777.766	8160.8096	13073.624	16335.355
					685.5087268				14.76394189												Cluster_1571	83116.07	76742.06	157158.6	131066.33	125209.11	146478.56	28431.205	150783.61	182252.78	63415.016	176494.34	90001.21	60532.164	158872.11	80473.97	53476.246	60348.21	136723.61	54761.867	158138.67	88771.59	67729.73	73519.51	67303.61	112607.695	171644.02	76299.695	96067.914	134758.33	157730.8	164063.05	145750.8	94210.49	172167.55	187967.2	154142.5	164046	56100.434	130719.17	81546.805	84817.89	90316.34
